drugbank_id,interactant_id,polypeptide_id,name,general_function,specific_function,gene_name,locus,molecular_weight,organism_id,organism_name
DB13943,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB13943,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB13944,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB13944,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB13946,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB13946,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB13949,BE0000510,P02787,Serotransferrin,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation",enzyme binding,TF,3q22.1,77063.195,9606,Humans
DB13949,BE0001155,P05106,Integrin beta-3,"Integrin alpha-V/beta-3 (ITGAV:ITGB3) is a receptor for cytotactin, fibronectin, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin, vitronectin and von Willebrand factor. Integrin alpha-IIb/beta-3 (ITGA2B:ITGB3) is a receptor for fibronectin, fibrinogen, plasminogen, prothrombin, thrombospondin and vitronectin. Integrins alpha-IIb/beta-3 and alpha-V/beta-3 recognize the sequence R-G-D in a wide array of ligands. Integrin alpha-IIb/beta-3 recognizes the sequence H-H-L-G-G-G-A-K-Q-A-G-D-V in fibrinogen gamma chain (By similarity). Following activation integrin alpha-IIb/beta-3 brings about platelet/platelet interaction through binding of soluble fibrinogen (PubMed:9111081). This step leads to rapid platelet aggregation which physically plugs ruptured endothelial surface. Fibrinogen binding enhances SELP expression in activated platelets (By similarity). ITGAV:ITGB3 binds to fractalkine (CX3CL1) and acts as its coreceptor in CX3CR1-dependent fractalkine signaling (PubMed:23125415, PubMed:24789099). ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling (PubMed:20682778). ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling (PubMed:18441324). ITGAV:ITGB3 binds to FGF2 and this binding is essential for FGF2 signaling (PubMed:28302677). ITGAV:ITGB3 binds to IGF1 and this binding is essential for IGF1 signaling (PubMed:19578119). ITGAV:ITGB3 binds to IGF2 and this binding is essential for IGF2 signaling (PubMed:28873464). ITGAV:ITGB3 binds to IL1B and this binding is essential for IL1B signaling (PubMed:29030430). ITGAV:ITGB3 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1 (PubMed:18635536, PubMed:25398877). ITGAV:ITGB3 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1 (PubMed:12807887). In brain, plays a role in synaptic transmission and plasticity. Involved in the regulation of the serotonin neurotransmission, is required to localize to specific compartments within the synapse the serotonin receptor SLC6A4 and for an appropriate reuptake of serotonin. Controls excitatory synaptic strength by regulating GRIA2-containing AMPAR endocytosis, which affects AMPAR abundance and composition (By similarity). ITGAV:ITGB3 act as a receptor for CD40LG (PubMed:31331973). ITGAV:ITGB3 acts as a receptor for IBSP and promotes cell adhesion and migration to IBSP (PubMed:10640428)",cell adhesion molecule binding,ITGB3,17q21.32,87056.975,9606,Humans
DB13949,BE0002109,P27797,Calreticulin,"Calcium-binding chaperone that promotes folding, oligomeric assembly and quality control in the endoplasmic reticulum (ER) via the calreticulin/calnexin cycle. This lectin interacts transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER (PubMed:7876246). Interacts with the DNA-binding domain of NR3C1 and mediates its nuclear export (PubMed:11149926). Involved in maternal gene expression regulation. May participate in oocyte maturation via the regulation of calcium homeostasis (By similarity). Present in the cortical granules of non-activated oocytes, is exocytosed during the cortical reaction in response to oocyte activation and might participate in the block to polyspermy (By similarity)",calcium ion binding,CALR,19p13.13,48141.2,9606,Humans
DB13951,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB13952,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB13952,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB13952,BE0003591,P12104,"Fatty acid-binding protein, intestinal","FABPs are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters. FABP2 is probably involved in triglyceride-rich lipoprotein synthesis. Binds saturated long-chain fatty acids with a high affinity, but binds with a lower affinity to unsaturated long-chain fatty acids. FABP2 may also help maintain energy homeostasis by functioning as a lipid sensor",fatty acid binding,FABP2,4q26,15237.195,9606,Humans
